# produced by /home/zzhang65/tools/perllib/bin/cub_seq.pl -s Bdis.cds_primaryTrancsriptOnly.fa.filtered -t codon_tai.tsv -c codon_cai_top300.tsv -f optimal_codons.tsv -e enc -l -o seq_cub.tsv
#seq_id	enc	tai	cai	fop
Bradi3g10320	56.5963983	0.4747755	0.3743210	0.5110565
Bradi3g58720	53.7645708	0.4955112	0.4608782	0.5872818
Bradi3g49780	36.9445086	0.5103088	0.6846947	0.5702200
Bradi3g14710	52.2019875	0.4953022	0.5137540	0.5384615
Bradi3g22682	60.6489137	0.4893207	0.4579482	0.5338346
Bradi3g53710	48.8034691	0.5278583	0.5742799	0.5949821
Bradi3g03876	51.8553455	0.4810486	0.5635418	0.5320197
Bradi3g27318	46.3405601	0.4252464	0.2834501	0.4332344
Bradi3g50100	57.1586065	0.4920126	0.4403518	0.5321888
Bradi3g07010	36.7579509	0.5399356	0.7596776	0.6359393
Bradi3g46700	51.5481200	0.4645276	0.3524700	0.4942792
Bradi3g40777	59.8411650	0.5244419	0.5313519	0.6276276
Bradi3g37210	55.3490671	0.4563486	0.3565344	0.4870849
Bradi3g33820	55.8532893	0.4641506	0.3640814	0.4905109
Bradi3g48610	58.7710342	0.4905909	0.4460629	0.5711061
Bradi3g33880	38.9383856	0.5148118	0.7010532	0.5965517
Bradi3g18200	55.7348248	0.4891909	0.3912044	0.5552764
Bradi3g57756	50.8479403	0.4906285	0.5641927	0.5700935
Bradi3g12540	61.1418517	0.4918711	0.4166046	0.5086207
Bradi3g27315	51.0348458	0.4199402	0.2612216	0.4190476
Bradi3g08470	33.6621365	0.5349931	0.7710705	0.6361386
Bradi3g55317	59.2161880	0.4779421	0.4130360	0.5488127
Bradi3g38600	33.8984763	0.5508518	0.7681474	0.6745098
Bradi3g17390	43.0356595	0.5104620	0.6672570	0.5000000
Bradi3g39210	48.1754075	0.5175347	0.5935943	0.5736677
Bradi3g09394	49.4594462	0.4999656	0.5747832	0.5500000
Bradi3g52090	35.7419842	0.5054038	0.7558423	0.5593220
Bradi3g39120	60.5115180	0.4794579	0.4009591	0.5134100
Bradi3g23226	54.7232767	0.4518788	0.3424915	0.4225352
Bradi3g22450	53.3562658	0.4808988	0.4266093	0.5112782
Bradi3g29900	60.3327945	0.4735259	0.4065258	0.5440252
Bradi3g53940	54.0709710	0.5085979	0.5244198	0.5637255
Bradi3g17620	54.5453008	0.4769843	0.3841884	0.4917582
Bradi3g29380	39.3479173	0.5176768	0.6683325	0.5740741
Bradi3g07929	39.0845069	0.5122322	0.6880633	0.6000000
Bradi3g44496	59.3768116	0.4941435	0.4710102	0.5571429
Bradi3g57017	56.8299040	0.4643093	0.4214318	0.4541485
Bradi3g16185	40.6936166	0.4952707	0.6176358	0.5511364
Bradi3g08127	54.2704334	0.4730472	0.4234198	0.4733894
Bradi3g43070	54.2901085	0.4913577	0.5308681	0.5539216
Bradi3g51770	36.7326438	0.5054738	0.7261171	0.5803571
Bradi3g13580	28.3832842	0.5763625	0.8525144	0.6888889
Bradi3g11031	52.4183339	0.4964566	0.3739464	0.5719844
Bradi3g31940	30.7298147	0.5132868	0.8026079	0.5179283
Bradi3g22341	54.6050818	0.4491237	0.3423619	0.3703704
Bradi3g24746	62	0.4762175	0.4557651	0.5064935
Bradi3g04987	53.9891460	0.4949064	0.3820524	0.5824176
Bradi3g50166	35.8108249	0.5227927	0.7512180	0.6031746
Bradi3g52807	60.9204932	0.4993176	0.4709042	0.5376344
Bradi3g41430	46.1675785	0.5053219	0.5775985	0.6139955
Bradi3g01037	42.5968577	0.5264463	0.6812634	0.5965347
Bradi3g42910	57.5769369	0.4759805	0.3893837	0.5366379
Bradi3g02551	53.5985110	0.4826057	0.5528799	0.5045045
Bradi3g20826	57.6741323	0.4090760	0.2929469	0.3088235
Bradi3g08317	33.2311027	0.5086782	0.8303231	0.5692308
Bradi3g37375	49.4796403	0.4633492	0.4243441	0.4109589
Bradi3g32297	34.2379804	0.5093481	0.7188897	0.5406360
Bradi3g27266	47.2462454	0.4159268	0.2381766	0.4018987
Bradi3g60391	54.3276923	0.4843999	0.4391454	0.5466238
Bradi3g33910	51.5425512	0.4588812	0.3978975	0.5322581
Bradi3g41983	50.5730232	0.5066726	0.6014190	0.6016260
Bradi3g17780	56.5012544	0.4754241	0.4226348	0.5358090
Bradi3g20880	53.4035528	0.4990418	0.5005011	0.5674847
Bradi3g02720	59.2475063	0.5141956	0.5734392	0.6202532
Bradi3g48120	57.5068795	0.4668980	0.3791128	0.5101523
Bradi3g30340	60.3584153	0.5601211	0.4675047	0.6442308
Bradi3g01830	36.3040362	0.5148520	0.7055221	0.6021277
Bradi3g35137	35.8654104	0.5147652	0.7388152	0.5563674
Bradi3g41770	35.0812210	0.5272639	0.7409632	0.6003584
Bradi3g45460	56.6931587	0.5115862	0.5101177	0.5920680
Bradi3g38282	42.3459706	0.5324571	0.6581793	0.6172107
Bradi3g02483	34.8064185	0.5053182	0.7125408	0.5620438
Bradi3g43941	62	0.4457469	0.3525469	0.3928571
Bradi3g11337	34.7596852	0.5308564	0.7612761	0.6338798
Bradi3g09060	54.9769454	0.4580873	0.3561011	0.4704944
Bradi3g02770	53.0603206	0.4893292	0.4813222	0.5100671
Bradi3g00804	57.7455816	0.4888510	0.4962685	0.5363636
Bradi3g60260	33.9226968	0.5231808	0.7353596	0.6073298
Bradi3g28857	46.4669586	0.4871288	0.6002731	0.5178147
Bradi3g17287	39.6880608	0.5171216	0.6941562	0.5501859
Bradi3g54244	53.0251168	0.5033272	0.5402012	0.5508607
Bradi3g06251	39.3694763	0.5038866	0.6789555	0.5651042
Bradi3g36546	57.3651305	0.4687737	0.3970271	0.5165877
Bradi3g05970	57.2975335	0.4762397	0.4020892	0.5229937
Bradi3g12566	41.9911814	0.5027356	0.6320679	0.5470383
Bradi3g27333	50.4568635	0.4285396	0.2957493	0.4247492
Bradi3g22802	53.9267797	0.4903979	0.4229338	0.5238764
Bradi3g54310	54.6032470	0.5093479	0.5372689	0.5882353
Bradi3g56170	35.0779797	0.5104804	0.7353698	0.5890411
Bradi3g08721	46.2225501	0.5044918	0.6210235	0.5530474
Bradi3g60581	46.2900735	0.5189839	0.5921931	0.5989583
Bradi3g10910	40.8411216	0.5299112	0.6093612	0.5952381
Bradi3g44860	48.2201874	0.5253582	0.6594013	0.6331361
Bradi3g35100	49.4511412	0.5285780	0.6055867	0.6226415
Bradi3g19100	54.8647701	0.4602167	0.3565078	0.4981618
Bradi3g44604	44.9000000	0.4229330	0.3613605	0.3720930
Bradi3g10591	39.4469946	0.5009250	0.4907846	0.6223776
Bradi3g57410	58.6737116	0.4663002	0.3980588	0.4985507
Bradi3g27746	47.9833565	0.4739837	0.5293199	0.4707379
Bradi3g05500	44.5118272	0.5297961	0.6355912	0.5927052
Bradi3g49240	52.9822650	0.4506327	0.3297136	0.4495050
Bradi3g38740	38.1525567	0.5093733	0.7505108	0.5950413
Bradi3g30047	43.6180644	0.4991199	0.6199066	0.5598086
Bradi3g35390	59.2871094	0.4690310	0.3915574	0.5010893
Bradi3g50330	59.1469483	0.4583588	0.4155527	0.4677419
Bradi3g40050	50.5372539	0.5056359	0.5228271	0.6084337
Bradi3g45500	51.8423863	0.5001239	0.4364635	0.5728155
Bradi3g21550	34.0072566	0.5353383	0.7527540	0.5968468
Bradi3g18750	59.0831266	0.4799502	0.3935387	0.5503145
Bradi3g02665	33.7038594	0.5716852	0.8153238	0.7865169
Bradi3g44341	52.6624740	0.5033044	0.3904873	0.5747768
Bradi3g54030	54.2341527	0.4565524	0.3537055	0.5114730
Bradi3g42500	45.9366005	0.4969103	0.4754956	0.5491071
Bradi3g50990	34.0040736	0.5290825	0.7859768	0.6194927
Bradi3g31723	62	0.4925914	0.5191695	0.5757576
Bradi3g12550	53.3265458	0.4553105	0.4281311	0.4663462
Bradi3g54890	55.4716486	0.4911592	0.4882755	0.5431530
Bradi3g44920	57.5660038	0.4794463	0.4416424	0.5069307
Bradi3g11390	53.8843588	0.5006718	0.4518930	0.5850746
Bradi3g11207	62	0.4631259	0.3310962	0.5074627
Bradi3g07470	40.7417585	0.5470317	0.6894864	0.6333333
Bradi3g06840	59.0681749	0.4957435	0.4597202	0.5445026
Bradi3g02257	50.4695282	0.4930373	0.5377790	0.5169492
Bradi3g04270	38.3477085	0.5227405	0.7110031	0.6433566
Bradi3g45020	35.0345231	0.5196711	0.7695231	0.5978836
Bradi3g27849	55.8387421	0.4748690	0.3821437	0.4819277
Bradi3g30750	54.8789639	0.4910777	0.4952207	0.5000000
Bradi3g21150	59.4683083	0.4875432	0.4338173	0.5427632
Bradi3g35410	55.3563657	0.4700136	0.4591299	0.5130890
Bradi3g32453	51.9927295	0.5050065	0.5455016	0.5682451
Bradi3g28190	34.6476768	0.5114381	0.7184589	0.5851240
Bradi3g32025	36.1053249	0.4979049	0.7221394	0.5612245
Bradi3g43635	42.3369775	0.5131709	0.6461715	0.5513834
Bradi3g49710	39.5572588	0.5153805	0.6573845	0.5859031
Bradi3g56240	56.5542098	0.4891605	0.5099110	0.5270270
Bradi3g40390	62	0.4575371	0.4039170	0.4717949
Bradi3g07445	45.4365240	0.5121432	0.5980345	0.5445205
Bradi3g47376	44.3137805	0.4237173	0.3031277	0.3307692
Bradi3g47460	59.3820251	0.4698152	0.4029375	0.5102506
Bradi3g03400	53.4040171	0.4807536	0.5026912	0.5425791
Bradi3g23260	46.1440642	0.4791097	0.5949465	0.4967742
Bradi3g33373	35.4587459	0.5361874	0.7739348	0.6616766
Bradi3g33860	59.7511130	0.5073988	0.4268816	0.5891473
Bradi3g56550	36.1795755	0.5122113	0.7583530	0.5817656
Bradi3g42990	35.0179861	0.5220187	0.7570707	0.6193029
Bradi3g34295	47.1719004	0.5209451	0.5542189	0.5823337
Bradi3g32563	47.4786701	0.5402003	0.5582082	0.6125000
Bradi3g42461	53.9454745	0.4545826	0.3978040	0.4702381
Bradi3g10830	39.0626310	0.5072829	0.6804417	0.5710956
Bradi3g29600	52.0333418	0.4986053	0.5404579	0.5742092
Bradi3g43530	55.7891684	0.4545606	0.3536767	0.4858300
Bradi3g22684	58.3353204	0.4807594	0.4138986	0.5376344
Bradi3g38010	59.9524488	0.4665674	0.4373034	0.5084175
Bradi3g26900	53.6643167	0.5087789	0.4601652	0.5902579
Bradi3g10172	58.6174357	0.4547862	0.3663107	0.4339623
Bradi3g21565	56.0214761	0.4783245	0.4737736	0.5252294
Bradi3g57640	34.2481786	0.5708461	0.7690687	0.6891026
Bradi3g50490	36.7483644	0.5152828	0.7356502	0.5985915
Bradi3g57980	51.3225048	0.5109772	0.5776718	0.5695652
Bradi3g02750	55.2790061	0.4772844	0.4440411	0.5091463
Bradi3g31370	50.2859595	0.5023727	0.5049828	0.5587583
Bradi3g53987	56.6044179	0.4816937	0.3680603	0.5195195
Bradi3g06687	33.2682743	0.5032117	0.7371744	0.6097561
Bradi3g33490	47.7200453	0.5105038	0.6066667	0.5746073
Bradi3g27700	42.4954456	0.5287205	0.6203804	0.6150442
Bradi3g48150	48.3190376	0.5163174	0.4331481	0.5663717
Bradi3g16990	52.8170996	0.4665036	0.3479010	0.5128205
Bradi3g18971	42.5086658	0.5076678	0.6405045	0.5612903
Bradi3g17900	41.3511679	0.5146848	0.6629236	0.6009852
Bradi3g58250	51.4218065	0.5513765	0.5781719	0.6542056
Bradi3g42980	58.0608005	0.4715331	0.3852085	0.5332103
Bradi3g02700	37.0939488	0.5142301	0.7269258	0.5802469
Bradi3g21400	34.3358699	0.5114468	0.7546049	0.5471349
Bradi3g35050	48.6688961	0.5026604	0.5599253	0.5542857
Bradi3g37650	51.5330211	0.4851506	0.5276326	0.5447368
Bradi3g52260	41.8916246	0.5337618	0.6910999	0.6068966
Bradi3g43370	56.7753441	0.4607529	0.3764173	0.4849498
Bradi3g25376	43.3967869	0.5126245	0.4365640	0.5922330
Bradi3g43670	55.9683705	0.4759371	0.3966516	0.5223529
Bradi3g55550	57.8775930	0.4842325	0.4043759	0.5404580
Bradi3g11800	38.6994084	0.5345508	0.6844480	0.6487805
Bradi3g57890	48.2482929	0.5345178	0.5639393	0.6497175
Bradi3g36740	37.4761735	0.5192360	0.7152427	0.6160221
Bradi3g39960	45.4584970	0.4912694	0.5523415	0.5430464
Bradi3g31610	39.1230760	0.5098219	0.6851587	0.5436409
Bradi3g38594	57.5000000	0.4468075	0.3261646	0.4461538
Bradi3g42410	51.1628509	0.5132954	0.5172826	0.5762712
Bradi3g40060	39.6149830	0.5403094	0.6852061	0.6003263
Bradi3g31216	62	0.4566464	0.4353487	0.4285714
Bradi3g35416	30.5363114	0.5045292	0.8061914	0.5685131
Bradi3g43750	58.1298418	0.5080412	0.4888665	0.6303419
Bradi3g46650	61.4535101	0.4694876	0.3973228	0.5261780
Bradi3g04387	57.7843588	0.4739773	0.3918185	0.5176651
Bradi3g25596	48.6458464	0.4716932	0.5392537	0.4961240
Bradi3g59996	46.4797273	0.5134395	0.6027850	0.6017442
Bradi3g16960	33.0932445	0.5253654	0.8142989	0.6056911
Bradi3g58190	60.2882177	0.4776694	0.4296728	0.5403587
Bradi3g15420	59.0579802	0.4872616	0.4331129	0.5222222
Bradi3g51070	34.9889206	0.5300219	0.7556137	0.6437995
Bradi3g13520	47.3426690	0.5185739	0.6047943	0.5917226
Bradi3g49365	58.8335768	0.4645947	0.4733531	0.4962406
Bradi3g36930	54.2817541	0.4935588	0.5011163	0.6012397
Bradi3g38702	60.0977526	0.4591589	0.4772919	0.4837662
Bradi3g54210	36.1871706	0.5194392	0.7220096	0.6666667
Bradi3g26062	57.7967923	0.4416931	0.3194465	0.4216867
Bradi3g29145	46.0840352	0.4602927	0.3440244	0.4342105
Bradi3g00540	57.4375430	0.4701669	0.4506944	0.5060150
Bradi3g23140	57.5257258	0.4929761	0.4397563	0.5588235
Bradi3g57700	57.9011920	0.4769653	0.4104201	0.4832827
Bradi3g15594	57.2720640	0.4680784	0.3771360	0.4936061
Bradi3g39933	55.1987520	0.4736187	0.3941645	0.5284091
Bradi3g43420	57.6580661	0.4837832	0.4471788	0.5472973
Bradi3g51720	48.6950777	0.5058377	0.5908544	0.5675676
Bradi3g17300	61.5866036	0.4989074	0.4722641	0.4954955
Bradi3g18570	38.3409120	0.4972355	0.7178421	0.5194805
Bradi3g04500	53.1189064	0.4783822	0.3914180	0.5014286
Bradi3g60762	56.7576995	0.5070265	0.4190143	0.5680000
Bradi3g12790	55.6095163	0.4687087	0.3929265	0.4902235
Bradi3g12497	32.1803212	0.5186412	0.7873755	0.5936073
Bradi3g49720	38.0824861	0.5046568	0.7239823	0.5263158
Bradi3g24710	55.7857468	0.4892770	0.4394408	0.5636364
Bradi3g27339	45.1818182	0.4618037	0.3199426	0.3809524
Bradi3g17857	52.9574217	0.4471867	0.3554283	0.4787936
Bradi3g39771	52.4278214	0.5105463	0.5352982	0.5932203
Bradi3g14277	43.1683086	0.5022105	0.6385032	0.5584416
Bradi3g07520	50.7197717	0.5274381	0.5368072	0.6043165
Bradi3g07090	55.9054836	0.4840900	0.4205189	0.5652174
Bradi3g06120	48.8964351	0.4765287	0.4589363	0.5287162
Bradi3g13040	46.7247234	0.5259776	0.4441470	0.6008969
Bradi3g20550	59.8218815	0.4786206	0.4135652	0.5391850
Bradi3g11400	55.8662038	0.4599249	0.3882707	0.4935622
Bradi3g39820	35.1054915	0.5322242	0.7255856	0.5914489
Bradi3g54140	55.5811224	0.4635300	0.3721283	0.4953933
Bradi3g53060	33.3786917	0.5497641	0.7490218	0.6722408
Bradi3g03710	48.5436732	0.5193669	0.5185481	0.6416040
Bradi3g09360	35.4061263	0.4992122	0.7521296	0.5602094
Bradi3g14695	46.2422403	0.5079733	0.6144026	0.5753425
Bradi3g30665	57.8461631	0.4800931	0.3990961	0.5000000
Bradi3g60009	42.9572374	0.4868421	0.5053959	0.5218855
Bradi3g20000	53.1048913	0.5041601	0.5281542	0.5593220
Bradi3g54960	38.6342760	0.5237488	0.7341626	0.6430976
Bradi3g22570	53.8304553	0.4867036	0.3692282	0.5534247
Bradi3g27440	35.6026497	0.5321318	0.7580852	0.6101695
Bradi3g40715	37.9500089	0.5230037	0.6996536	0.5823529
Bradi3g48637	55.9381300	0.4697688	0.3882658	0.5255732
Bradi3g44210	35.7065955	0.5322175	0.7431894	0.5823529
Bradi3g35940	34.8354053	0.5404026	0.7620723	0.6470588
Bradi3g13177	56.0065255	0.4585984	0.3471024	0.4717949
Bradi3g38270	39.4892290	0.5473536	0.6859033	0.6271605
Bradi3g31377	52.3138449	0.4912977	0.4647137	0.5431472
Bradi3g30170	56.3424254	0.4906487	0.4888146	0.5766423
Bradi3g10737	57.2331154	0.4814887	0.4094139	0.5009560
Bradi3g37690	30.5047018	0.5419180	0.8287974	0.6646217
Bradi3g37710	58.6869617	0.4954901	0.4841811	0.5364238
Bradi3g06000	51.7649771	0.5102122	0.4648019	0.6277603
Bradi3g05191	45.2054981	0.5109549	0.6359430	0.5700637
Bradi3g26787	55.8386099	0.4601445	0.3504733	0.4946381
Bradi3g49255	62	0.4439621	0.4429363	0.5156250
Bradi3g45270	39.4288018	0.4883100	0.6937609	0.5475113
Bradi3g47250	47.4985301	0.5102711	0.5127481	0.5495495
Bradi3g13020	33.1150968	0.5041424	0.8238870	0.5833333
Bradi3g28076	45.0937701	0.4097567	0.2572800	0.3766234
Bradi3g52553	52.8030789	0.4944962	0.3717759	0.5312500
Bradi3g09451	55.9750716	0.4847461	0.6569532	0.5454545
Bradi3g32215	30.3401764	0.5291030	0.8166162	0.5846154
Bradi3g19240	46.1446714	0.5096797	0.6087973	0.5784114
Bradi3g10680	56.6278217	0.4710775	0.3943492	0.5234442
Bradi3g42670	54.9315267	0.4719345	0.3525534	0.5122411
Bradi3g25812	54.4390458	0.4465961	0.5084759	0.4561404
Bradi3g33250	56.6691283	0.4732541	0.4646420	0.5212766
Bradi3g35480	37.1110773	0.5337456	0.7660330	0.5836576
Bradi3g56780	58.3892351	0.4920306	0.4131487	0.5574713
Bradi3g06197	36.4029197	0.5156007	0.7169379	0.6156788
Bradi3g40520	51.5299109	0.4567140	0.3559981	0.5036496
Bradi3g15380	53.2704384	0.4540100	0.3399168	0.4866204
Bradi3g55400	44.8738887	0.5198032	0.6067270	0.6019108
Bradi3g61100	49.7109065	0.5291831	0.5694387	0.6088889
Bradi3g01550	56.2104926	0.4800710	0.4853499	0.5417790
Bradi3g41960	58.5178752	0.4646597	0.3665893	0.4878472
Bradi3g19550	56.4069035	0.4892714	0.4207717	0.5212766
Bradi3g07690	33.0945334	0.5300254	0.7746403	0.6313800
Bradi3g55905	56.4439184	0.4579867	0.3739566	0.4916740
Bradi3g13380	60.3774204	0.4796541	0.4067699	0.5467128
Bradi3g30600	54.0910640	0.4819433	0.5290042	0.4664032
Bradi3g09825	58.6352355	0.4954822	0.4411969	0.4375000
Bradi3g01620	54.8354969	0.4774336	0.3913476	0.5186441
Bradi3g11156	59.1868397	0.4855800	0.5201968	0.5617978
Bradi3g14750	41.8677189	0.5234039	0.6825068	0.6480331
Bradi3g54460	56.9031580	0.4794909	0.4131362	0.5493482
Bradi3g38341	36.1476384	0.4850832	0.6638556	0.5434243
Bradi3g20570	55.2761582	0.4921324	0.4768968	0.5429293
Bradi3g12690	55.2610787	0.4816205	0.4455671	0.5244444
Bradi3g12570	51.0706987	0.5208111	0.5987320	0.6356589
Bradi3g00890	54.8067853	0.4838937	0.4539342	0.4984391
Bradi3g51240	54.6283492	0.4941910	0.4779459	0.5510563
Bradi3g05540	33.7442641	0.5189896	0.7687125	0.5781250
Bradi3g35600	40.2397795	0.4951543	0.6681477	0.5405405
Bradi3g27940	47.6045498	0.4839248	0.5552231	0.5520505
Bradi3g56132	35.4141671	0.4927355	0.6922270	0.5400000
Bradi3g06620	55.6314443	0.4812321	0.4219617	0.5287958
Bradi3g15140	56.2100227	0.4802972	0.4305138	0.5347044
Bradi3g33480	38.7584101	0.5207039	0.6444005	0.6012862
Bradi3g03030	37.1958961	0.5443250	0.7279045	0.6552316
Bradi3g38881	37.0635784	0.5197758	0.6550986	0.6035503
Bradi3g48276	53.0316825	0.4839817	0.5780033	0.5238095
Bradi3g33500	58.7475333	0.4832590	0.4410995	0.5434783
Bradi3g41350	33.3156335	0.4916411	0.7035099	0.5384615
Bradi3g21700	55.1367769	0.4700655	0.3691573	0.5123239
Bradi3g48235	41.6056570	0.4937274	0.6183626	0.5744681
Bradi3g36420	51.2747710	0.4854158	0.3957696	0.5195531
Bradi3g41415	62	0.4567870	0.4251875	0.4509804
Bradi3g49491	42.8097181	0.5206640	0.6381631	0.6063830
Bradi3g27309	48.4166667	0.4013116	0.3221375	0.2750000
Bradi3g51670	34.3412737	0.5222568	0.7737702	0.6213768
Bradi3g43090	62	0.4913335	0.4238403	0.5403226
Bradi3g12565	36.6009550	0.5362842	0.7659775	0.6583333
Bradi3g21350	57.8420194	0.4763051	0.4691286	0.5076923
Bradi3g35820	51.9934881	0.4731398	0.3546952	0.5251196
Bradi3g59360	54.5027841	0.5015105	0.4579808	0.5762376
Bradi3g11470	46.5260641	0.4988716	0.5916761	0.5336788
Bradi3g01477	43.9348939	0.5689698	0.6574210	0.7197550
Bradi3g37080	56.0143852	0.4729726	0.4275075	0.4972826
Bradi3g16240	50.7874991	0.4939515	0.5509789	0.5443548
Bradi3g09280	46.2502540	0.5144480	0.6313115	0.5603865
Bradi3g04026	53.8835184	0.5365281	0.6160895	0.6435644
Bradi3g33200	33.8695755	0.5266588	0.7499839	0.6086957
Bradi3g51020	54.7024951	0.4734670	0.3565524	0.5317221
Bradi3g12810	55.5620257	0.4945293	0.5474112	0.5088757
Bradi3g42800	44.1263495	0.5433497	0.6209885	0.6714976
Bradi3g31834	42.2252315	0.5428292	0.6941521	0.6709957
Bradi3g50405	44.1187331	0.5212780	0.5362474	0.5465116
Bradi3g12156	41.0363339	0.4833695	0.5298882	0.4516129
Bradi3g55270	36.6749653	0.5227138	0.7415183	0.6173184
Bradi3g37800	36.4273012	0.4975940	0.7650103	0.5481728
Bradi3g14970	33.3926428	0.5700866	0.7261101	0.7524752
Bradi3g20070	33.3902984	0.5200355	0.7787208	0.5966495
Bradi3g32110	32.4639372	0.5281357	0.7958057	0.6225806
Bradi3g30740	56.5849641	0.4786419	0.4822918	0.5583942
Bradi3g07665	42.2514005	0.4901300	0.4997053	0.4610778
Bradi3g06380	49.7093586	0.5118666	0.5545574	0.6102941
Bradi3g46880	33.0623544	0.4992268	0.7928032	0.5728155
Bradi3g30580	48.4129424	0.4895742	0.4479100	0.5486111
Bradi3g22495	52.7310394	0.4711042	0.3572241	0.5363636
Bradi3g28720	56.4744008	0.4760815	0.4187835	0.4642082
Bradi3g39580	55.2174960	0.5057759	0.4196909	0.5694656
Bradi3g27197	37.4785383	0.5209048	0.7064068	0.5891960
Bradi3g48290	33.1971223	0.5187423	0.7766596	0.5744681
Bradi3g41691	41.2613277	0.5115801	0.6744769	0.5798611
Bradi3g26675	46.8963837	0.4426034	0.4857411	0.4782609
Bradi3g39990	35.4624489	0.5268073	0.7549776	0.6419753
Bradi3g45050	34.3066417	0.5047846	0.7596177	0.5474684
Bradi3g42590	55.8939625	0.4977329	0.4839944	0.5476190
Bradi3g17610	62	0.4580479	0.4273182	0.4444444
Bradi3g39610	51.7449934	0.4825653	0.5284116	0.5190114
Bradi3g56210	33.8743102	0.5391272	0.7729901	0.6451613
Bradi3g27500	33.9463808	0.5172900	0.7538651	0.5569106
Bradi3g09210	56.9196012	0.4944802	0.4428699	0.5503212
Bradi3g25137	44.3200993	0.4306782	0.3173327	0.3750000
Bradi3g56110	56.7040695	0.4725601	0.3978248	0.5301587
Bradi3g34612	51.9493961	0.5091435	0.5766026	0.5813008
Bradi3g14120	39.7712972	0.5629383	0.6463125	0.7046154
Bradi3g05150	59.3670288	0.4651279	0.4328197	0.5043478
Bradi3g04255	51.3994512	0.4703919	0.4619392	0.4658385
Bradi3g46132	54.9956142	0.4822433	0.5305117	0.5186722
Bradi3g05181	46.6418111	0.5104010	0.5974573	0.5767918
Bradi3g60680	45.5948475	0.5200413	0.6265037	0.5807692
Bradi3g00452	56.8615495	0.4815203	0.4173626	0.5099715
Bradi3g56497	52.2332168	0.4614254	0.3552175	0.4549180
Bradi3g38200	48.7260982	0.4977493	0.5512752	0.5598802
Bradi3g27541	61.4585504	0.4524007	0.4034523	0.4358974
Bradi3g14882	58.9995722	0.4835596	0.4002994	0.5495868
Bradi3g05590	49.6741881	0.4927489	0.3851372	0.5848739
Bradi3g17357	55.0254903	0.5100022	0.5123008	0.5716981
Bradi3g53690	35.0212521	0.5230253	0.7269325	0.6361768
Bradi3g24690	55.2236404	0.4761008	0.4425345	0.5163934
Bradi3g50820	38.1836870	0.5025042	0.7072521	0.5358852
Bradi3g56360	56.2231339	0.4728994	0.3892266	0.5189873
Bradi3g07850	55.9350825	0.4901752	0.4505352	0.5410557
Bradi3g20037	46.2619794	0.4948660	0.6234725	0.5496689
Bradi3g04981	51.4473002	0.4946774	0.3871182	0.5677656
Bradi3g14370	53.7927399	0.4827943	0.4894603	0.5032895
Bradi3g29390	54.4458855	0.4756159	0.3639794	0.5239787
Bradi3g60290	58.8670165	0.4969409	0.4723175	0.5474453
Bradi3g40100	32.3016919	0.5148105	0.7607820	0.5348837
Bradi3g42780	42.0185724	0.5309236	0.6736734	0.6119097
Bradi3g37700	58.9913072	0.4638070	0.3181671	0.4791667
Bradi3g20916	37.2003657	0.5412581	0.7402811	0.7227723
Bradi3g59187	49.8829600	0.5167258	0.5845472	0.6442831
Bradi3g07070	53.4841273	0.5142576	0.4472537	0.5376344
Bradi3g43345	52.7147728	0.4574680	0.3281948	0.5057982
Bradi3g03170	44.3033743	0.5164220	0.6201203	0.5934066
Bradi3g09320	53.4670102	0.4550283	0.3307422	0.4647577
Bradi3g56890	57.7551804	0.4760969	0.4207109	0.5180995
Bradi3g31590	30.2746123	0.5352128	0.8442999	0.6375321
Bradi3g51630	41.0682647	0.5160066	0.6556786	0.6074766
Bradi3g48060	51.3709128	0.4681267	0.5377769	0.4848485
Bradi3g50450	52.9680773	0.4960748	0.5006254	0.5616642
Bradi3g36250	46.8063417	0.5027906	0.5475008	0.5318182
Bradi3g09295	38.0562754	0.5186925	0.4573758	0.5833333
Bradi3g19730	52.5830122	0.5342930	0.5993912	0.5972222
Bradi3g54330	31.5883476	0.4817802	0.7414315	0.4435484
Bradi3g29323	54.2935877	0.4656895	0.3416119	0.5191257
Bradi3g18523	42.2505001	0.5093881	0.6557783	0.5614525
Bradi3g46987	56.4603030	0.4615527	0.3694203	0.4984227
Bradi3g14360	34.5406389	0.5070943	0.7645035	0.6022305
Bradi3g33551	41.7026144	0.4150517	0.2399478	0.4000000
Bradi3g39350	58.2340786	0.4674619	0.3678456	0.5062241
Bradi3g47485	48.4418806	0.5279496	0.5608815	0.5347826
Bradi3g34920	33.1161384	0.5471309	0.8130905	0.6446541
Bradi3g54993	39.5591899	0.4972040	0.6248640	0.5161290
Bradi3g38670	54.0428892	0.4931694	0.5083205	0.5604167
Bradi3g04330	43.7898644	0.5130664	0.6565988	0.5489510
Bradi3g34990	58.8203433	0.4745255	0.4082462	0.5215889
Bradi3g36130	56.4026052	0.4725679	0.4515500	0.4903475
Bradi3g15027	53.3447274	0.4622190	0.3395069	0.4808878
Bradi3g41200	36.6799662	0.5435629	0.7544361	0.6521008
Bradi3g07540	44.2927321	0.5054583	0.5983514	0.4868421
Bradi3g39760	58.3309511	0.4896946	0.5233937	0.6185819
Bradi3g52670	57.8017129	0.4797245	0.4512870	0.5435356
Bradi3g16880	50.0521228	0.5108561	0.5675079	0.6123188
Bradi3g20821	60.0888755	0.4688364	0.4445671	0.5185185
